Unnamed: 0,iso3,country,year,hdi,life_expectancy,pop_millions,hdi_f,hdi_m,life_expec_f,life_expec_m,expec_yr_school,expec_yr_school_f,expec_yr_school_m,mean_yr_school,mean_yr_school_f,mean_yr_school_m,gross_inc_percap,gross_inc_percap_f,gross_inc_percap_m,gender_development,gender_inequality,secondary_education_f_%,secondary_education_m_%,seats_in_parliament_f_%,seats_in_parliament_m_%,labour_participation_f_%,labour_participation_m_%,co2_emission_tons,mat_footprint_percap_tons
3184,LBN,Lebanon,2005,0.71,76.273,4.6430445,0.655667269,0.734375772,78.128,74.223,10.29364421,10.67455898,10.01853213,7.967203308,7.515369523,8.197117054,14222.71443,5383.242546,23219.37751,0.893,,,,4.6875,95.3125,20.62,68.23,3.586052598,18.3569
3185,LBN,Lebanon,2006,0.711,76.08,4.7198645,0.662917522,0.731821751,78.915,73.145,10.34269,10.71682,10.0711,8.014158251,7.663293885,8.265091493,14436.27302,5554.914395,23474.35724,0.906,,,,4.6875,95.3125,20.87,67.58,3.134073355,16.5978
3186,LBN,Lebanon,2007,0.724,77.08,4.809608,0.677113153,0.746015184,79.242,74.719,10.638462,11.099632,10.277696,8.061389923,7.814129829,8.333629608,15826.68335,6274.288816,25547.67162,0.908,0.412,53.15132141,55.5389595,4.6875,95.3125,21.12,66.93,2.85804997,15.0273
3187,LBN,Lebanon,2008,0.733,77.584,4.887613,0.684165565,0.755628077,79.439,75.489,10.934234,11.482444,10.484292,8.108899957,7.815063839,8.402736075,16740.08979,6514.67576,27142.64492,0.905,0.412,53.02782345,55.91195758,4.6875,95.3125,21.74,69.24,3.563661853,16.7763
3188,LBN,Lebanon,2009,0.741,77.889,4.9511345,0.69440298,0.763273248,79.701,75.826,11.230006,11.865256,10.690888,8.156689992,7.840964379,8.472415606,17848.17053,7097.871119,28779.28875,0.91,0.437,53.0178461,56.2874607,3.125,96.875,22.35,71.55,4.232888015,16.4926
3189,LBN,Lebanon,2010,0.749,78.156,4.9957995,0.706579962,0.770133669,79.916,76.136,11.525778,12.248068,10.897484,8.20476168,7.866850407,8.542672953,18970.02529,8051.00171,30065.56241,0.917,0.432,53.00657333,56.66548569,3.125,96.875,23.79,72.32,4.002682253,16.844
3190,LBN,Lebanon,2011,0.755,78.404,5.0450565,0.710769067,0.775467054,80.134,76.407,11.82155,12.63088,11.10408,8.253116679,7.892720451,8.613512907,19093.08957,7878.13737,30480.45588,0.917,0.443,52.99399232,57.04604948,3.125,96.875,22.87,71.99,4.016625385,15.9799
3191,LBN,Lebanon,2012,0.757,78.628,5.1783375,0.712323196,0.778361267,80.32,76.666,11.87787575,12.68088617,11.16234381,8.30175666,7.918573019,8.684940301,19100.59983,7866.828924,30497.18021,0.915,0.443,52.98009015,57.42916913,3.125,96.875,22.7,71.55,4.312581433,16.0204
3192,LBN,Lebanon,2013,0.756,78.765,5.6788515,0.710925017,0.778078972,80.479,76.782,11.93446988,12.73109032,11.22091334,8.350683302,7.944406599,8.756960005,18082.85798,7458.211026,28851.97785,0.914,0.444,52.96485379,57.8148618,3.125,96.875,22.81,71.74,3.902796534,15.3398
3193,LBN,Lebanon,2014,0.755,78.973,6.2743425,0.707983776,0.776835028,80.704,76.971,11.99106401,12.78129447,11.27948287,8.399609944,7.970240179,8.828979709,16648.64456,6849.258968,26572.73804,0.911,0.444,52.94961744,58.20055447,3.125,96.875,22.61,71.28,3.823827263,12.5514
3194,LBN,Lebanon,2015,0.756,79.229,6.3989395,0.710286562,0.778834269,80.951,77.234,12.04765813,12.83149862,11.33805239,8.448536586,7.996073759,8.900999413,16418.39303,6903.94747,26087.26742,0.912,0.442,52.93438108,58.58624714,3.125,96.875,23.17,71.36,4.021697344,10.8927
3195,LBN,Lebanon,2016,0.76,79.505,6.2586195,0.714229434,0.783215613,81.264,77.492,12.10425226,12.88170277,11.39662192,8.497463228,8.021907339,8.973019117,16929.97434,7132.220838,26968.95741,0.912,0.442,52.91914473,58.97193981,3.125,96.875,22.83,70.76,4.224813813,11.2903
3196,LBN,Lebanon,2017,0.765,79.654,6.1092515,0.718461116,0.787733167,81.475,77.599,12.16084639,12.93190692,11.45519145,8.54638987,8.047740919,9.045038821,17737.81215,7461.98754,28361.04665,0.912,0.444,52.90390837,59.35763248,3.125,96.875,22.4,70.17,4.554420083,12.2412
3197,LBN,Lebanon,2018,0.764,79.729,5.950839,0.716790648,0.788228554,81.455,77.784,12.12426167,12.88649129,11.40331909,8.565249605,8.047778166,9.082721044,17542.91948,7314.700649,28219.04291,0.909,0.412,53.51726891,59.93003012,4.6875,95.3125,21.95,70.19,4.396052389,12.5336
3198,LBN,Lebanon,2019,0.76,79.236,5.7819065,0.734705855,0.776566349,81.043,77.251,12.08767695,12.84107565,11.35144673,8.584109341,8.047815414,9.120403268,16724.40905,10609.70183,23172.99744,0.946,0.386,54.13062944,60.50242776,4.6875,95.3125,29.35,70.56,4.438224274,10.4583
3199,LBN,Lebanon,2020,0.742,77.804,5.6629235,0.706677649,0.762553252,79.895,75.637,12.05109224,12.79566002,11.29957437,8.602969077,8.047852662,9.158085491,13310.52871,6956.175708,20049.51026,0.927,0.388,54.74398998,61.07482541,4.6875,95.3125,29.18,70.36,3.934293297,10.529
3200,LBN,Lebanon,2021,0.725,75.047,5.592631,0.691559864,0.745514281,77.251,72.847,12.05109224,12.79566002,11.29957437,8.602969077,8.047852662,9.158085491,12145.93186,6456.894586,18182.26684,0.928,0.385,54.74398998,61.07482541,4.6875,95.3125,29.81,70.17,4.19696919,11.9609
3201,LBN,Lebanon,2022,0.723,74.416,5.4897395,0.689545665,0.743431443,76.597,72.237,12.05109224,12.79566002,11.29957437,8.602969077,8.047852662,9.158085491,12313.42257,6545.545361,18438.82237,0.928,0.365,54.74398998,61.07482541,6.25,93.75,29.81,70.17,4.19696919,9.1979
4324,OMN,Oman,1990,,69.782,1.8045235,,,72.326,67.819,7.651329994,7.259300232,7.994029999,,,,26467.86445,,,,,,,,,,,6.219036156,13.4547
4325,OMN,Oman,1991,,70.189,1.895187,,,72.989,68.135,8.033869743,7.815279961,8.274800301,,,,26737.46902,,,,,,,,,,,6.118024237,21.4316
4326,OMN,Oman,1992,,70.656,1.9852275,,,73.364,68.722,8.417209625,8.321709633,8.581469536,,,,27350.66734,,,,,,,,,,,5.990599564,22.3589
4327,OMN,Oman,1993,,71.165,2.071868,,,73.938,69.262,8.903459549,8.800089836,8.997469902,,,,28133.44627,,,,,,,,,,,6.383032124,26.8451
4328,OMN,Oman,1994,,71.385,2.1336755,,,74.258,69.5,9.119059563,9.04556942,9.192549706,,,,28778.406,,,,,,,,,,,8.147632606,23.4983
4329,OMN,Oman,1995,,71.99,2.172672,,,74.865,70.108,9.283040047,9.382800102,9.183279991,,,,30759.87312,,,,,,,,,,,8.622930659,19.2356
4330,OMN,Oman,1996,,72.191,2.209958,,,75.14,70.283,9.410770416,9.515839577,9.305701256,,,,31832.48689,,,,,,,,,,,8.193911378,28.7118
4331,OMN,Oman,1997,,72.415,2.245588,,,75.389,70.501,9.541600227,9.633390427,9.449810028,,,,34358.73346,,,,,,,,,,,8.039542427,23.6492
4332,OMN,Oman,1998,,72.97,2.2797265,,,76.083,70.981,9.735070229,9.722140312,9.749010086,,,,35144.99399,,,,,,,,,,,8.091012652,31.0604
4333,OMN,Oman,1999,,73.184,2.3126,,,76.288,71.202,10.10132618,10.04177418,10.15951405,,,,34552.07754,,,,,,,,,,,9.506702413,25.8556
4334,OMN,Oman,2000,0.702,73.466,2.3442535,0.63867974,0.732026918,76.533,71.497,10.46758213,10.36140804,10.57001801,5.425632031,4.431737675,6.075605833,36239.05971,11716.91272,54496.74651,0.872,,26.28705175,36.72608182,,,12.7,59.25,10.19096488,25.0087
4335,OMN,Oman,2001,0.714,73.808,2.3746535,0.639204498,0.746234288,76.707,71.913,10.83383808,10.68104191,10.98052197,5.694540001,4.690052671,6.335102584,37401.32524,9715.233857,58196.00728,0.857,,28.28457622,38.82226617,,,16.67,65.15,9.434852166,33.9583
4336,OMN,Oman,2002,0.722,73.869,2.4036585,0.652271941,0.754563979,76.769,71.963,11.20009403,11.00067577,11.39102592,5.976775726,4.963424208,6.605682766,36398.36463,10687.29199,55873.27153,0.864,,30.4338904,41.03809272,,,20.64,71.04,11.16701662,34.1298
4337,OMN,Oman,2003,0.732,74.14,2.4316,0.667468538,0.763160392,77.238,72.1,11.56634998,11.32030964,11.80152988,6.272999763,5.252729893,6.887819767,35532.40743,11852.91804,53605.77402,0.875,,32.74652863,43.38039017,,,24.61,76.94,14.12892746,45.5025
4338,OMN,Oman,2004,0.74,74.329,2.468855,0.675633602,0.769752437,77.401,72.267,11.74231005,11.6284399,11.85214996,6.616245842,5.596659946,7.208207893,35640.24301,11487.17352,54045.17927,0.878,0.368,35.64156494,46.1550705,7.80141844,92.19858156,24.66,77.39,11.75569242,33.3433
4339,OMN,Oman,2005,0.748,74.396,2.515192,0.684244957,0.77498358,77.517,72.315,11.91827011,11.93657017,11.90277004,6.95949192,5.94059,7.52859602,35381.62849,11343.42024,53518.68486,0.883,0.353,38.53660126,48.92975082,7.80141844,92.19858156,24.71,77.84,12.56234117,33.4451
4340,OMN,Oman,2006,0.757,74.48,2.5606495,0.693596975,0.783933987,77.59,72.407,12.10503006,12.1361599,12.07769966,7.302737999,6.284520054,7.848984146,36924.56256,11770.87428,55723.30322,0.885,0.345,41.43163757,51.70443115,7.80141844,92.19858156,24.77,78.28,15.68621861,46.5011
4341,OMN,Oman,2007,0.764,74.461,2.6057005,0.700710797,0.789200956,77.569,72.389,12.15857029,12.26527977,12.06221962,7.645984077,6.628450108,8.169372272,37811.85273,11988.25471,56935.25751,0.888,0.338,44.32667389,54.47911148,9.090909091,90.90909091,24.82,78.73,17.29608167,44.6807
4342,OMN,Oman,2008,0.77,74.612,2.6510285,0.707491426,0.789964557,77.736,72.525,12.12456989,12.70043993,11.54869986,7.989230156,6.972380161,8.489760399,38907.71674,11152.33948,59282.06823,0.896,0.342,47.22171021,57.25379181,9.090909091,90.90909091,24.87,79.18,17.79739784,51.744
4343,OMN,Oman,2009,0.784,74.681,2.697537,0.723012101,0.809209768,77.803,72.585,13.19449043,13.13560009,13.29479027,7.955485106,7.259555101,8.315645218,40284.53949,12721.64265,60349.52454,0.893,0.356,49.16802979,55.13893509,8.974358974,91.02564103,23.99,76.16,16.40477962,58.7935
4344,OMN,Oman,2010,0.798,76.269,2.8819145,0.739971185,0.821972634,78.498,74.639,14.08343029,14.20450497,14.0488801,7.921740055,7.546730042,8.141530037,38022.88364,12380.41921,55624.17854,0.9,0.34,51.11434937,53.02407837,8.974358974,91.02564103,23.11,73.14,17.74830894,44.4363
4345,OMN,Oman,2011,0.811,76.608,3.20687,0.753338745,0.831897783,78.672,75.106,14.97237015,15.27340984,14.80296993,8.276850128,8.151251984,8.389066124,35349.15082,11059.0703,50528.33037,0.906,0.329,55.57335968,54.70375214,9.580838323,90.41916168,22.24,70.13,17.76919551,38.476
4346,OMN,Oman,2012,0.813,77.061,3.5355785,0.758387735,0.828592592,78.9,75.707,14.58850527,15.18125486,14.23338985,8.631960201,8.755773926,8.508146477,34918.32772,10603.84148,48978.68702,0.915,0.328,60.03237,57.27838745,9.580838323,90.41916168,21.36,67.11,17.73783021,36.9976
4347,OMN,Oman,2013,0.814,77.246,3.81668,0.767127082,0.827209304,79.084,75.913,14.20464039,15.08909988,13.66380978,8.987070274,9.360295868,8.884138298,34742.82415,10944.78573,47873.92079,0.927,0.332,64.49138031,59.40554199,9.580838323,90.41916168,20.48,64.09,17.09637696,48.8329
4348,OMN,Oman,2014,0.818,77.446,4.0092675,0.770607909,0.82832661,79.313,76.097,14.18029499,15.09702015,13.56673002,9.342180347,9.96481781,9.131674385,33148.75979,10068.28188,45777.45695,0.93,0.323,68.95039063,61.53269653,9.580838323,90.41916168,23.57,72.0,16.43607173,45.5036
4349,OMN,Oman,2015,0.824,77.687,4.1917765,0.780965088,0.832914056,79.543,76.332,14.15594959,15.10494041,13.46965027,9.697290421,10.56933975,9.379210472,34167.92764,10510.00508,47044.29222,0.938,0.326,73.40940094,63.65985107,8.235294118,91.76470588,26.66,79.9,16.07342568,44.743
4350,OMN,Oman,2016,0.832,77.916,4.39807,0.794902665,0.840220287,79.799,76.544,14.1891098,15.13257027,13.58040047,10.12806625,10.90977383,9.829248428,34309.81837,12287.47537,46078.2822,0.946,0.315,76.24586705,68.65847996,8.823529412,91.17647059,29.75,87.81,14.94728369,42.6364
4351,OMN,Oman,2017,0.833,77.924,4.541854,0.796260256,0.842255331,79.839,76.525,14.03896999,14.92529011,13.43153954,10.55884209,11.2502079,10.27928638,32877.80269,12130.07248,43955.75661,0.945,0.292,79.08233316,73.65710885,8.823529412,91.17647059,35.99,85.51,15.24282815,39.0106
4352,OMN,Oman,2018,0.838,77.966,4.6011565,0.800156048,0.848232577,79.898,76.534,14.0753603,14.86847019,13.50936031,10.98961792,11.59064198,10.72932434,32259.16576,12207.0088,43257.73287,0.943,0.286,81.91879926,78.65573774,8.823529412,91.17647059,35.6,82.27,14.37364559,40.1485
4353,OMN,Oman,2019,0.841,78.002,4.602768,0.803183566,0.852421132,79.947,76.543,13.95668983,14.6441803,13.44143963,11.42039375,11.93107605,11.1793623,31512.60032,12450.04026,42449.87321,0.942,0.261,84.75526537,83.65436663,9.88372093,90.11627907,37.04,83.76,12.86654031,34.923
4354,OMN,Oman,2020,0.823,74.757,4.5433985,0.786677,0.834157928,76.788,73.289,13.24143028,13.87254047,12.7318697,11.85116959,12.27151012,11.62940025,30926.19077,12871.69308,41951.82229,0.943,0.261,87.59173148,88.65299552,9.88372093,90.11627907,38.74,86.65,14.40087036,39.6876
4355,OMN,Oman,2021,0.81,72.541,4.520471,0.771986625,0.823910984,74.716,70.984,12.96403027,13.46502972,12.58940983,11.87195969,12.2709651,11.66219521,31995.18658,12669.65827,44301.74695,0.937,0.268,90.42819759,93.65162441,9.88372093,90.11627907,34.97,83.84,15.67723806,48.671
4356,OMN,Oman,2022,0.819,73.935,4.576298,0.780083394,0.832785671,76.046,72.356,12.96403027,13.46502972,12.58940983,11.89274979,12.27042007,11.69499016,32967.43827,13055.18531,45769.09652,0.937,0.267,93.2646637,98.6502533,9.941520468,90.05847953,34.97,83.84,15.67723806,48.9599
4687,QAT,Qatar,1990,0.764,73.982,0.4416745,,,75.34,73.186,12.08216,14.09006977,10.96751022,6.414351989,6.878678768,6.2317183,64498.10583,,,,,44.90265823,40.18697288,,,,,25.83619177,76.8746
4688,QAT,Qatar,1991,0.761,73.966,0.4564855,,,74.918,73.349,11.86357021,13.80224037,10.78812027,6.547884967,7.07210383,6.337940771,61310.36565,,,,,46.21188339,40.93340435,,,,,38.07455212,50.0679
4689,QAT,Qatar,1992,0.766,74.122,0.4712925,,,75.492,73.357,11.79516983,13.56962967,10.87763023,6.681417946,7.265528892,6.444163242,66118.0704,,,,,47.52110854,41.67983582,,,,,56.8230379,52.1595
4690,QAT,Qatar,1993,0.772,74.243,0.4860405,,,75.32,73.604,12.20510006,13.99193954,11.2895298,6.814950924,7.458953955,6.550385713,63262.09601,,,,,48.83033369,42.42626729,,,,,63.13150537,52.1082
4691,QAT,Qatar,1994,0.778,74.348,0.5006825,,,75.355,73.744,12.48740005,13.98843002,11.76091957,6.948483902,7.652379017,6.656608184,62283.31523,,,,,50.13955885,43.17269875,,,,,64.59855837,53.1308
4692,QAT,Qatar,1995,0.779,74.25,0.5151325,0.744569348,0.780586661,75.414,73.594,12.51344967,13.87895966,11.72556973,7.08201688,7.845804079,6.762830655,61988.61217,17906.90799,83948.63203,0.954,,51.448784,43.91913022,,,32.45,88.84,64.32727082,67.6128
4693,QAT,Qatar,1996,0.783,74.685,0.5292655,0.750669819,0.784147158,76.268,73.86,12.61415958,13.98455048,11.77025032,7.196473719,7.973948182,6.873774125,60714.5116,17666.97015,82283.08803,0.957,,52.18705314,44.66148283,,,32.45,88.84,65.04057514,70.9935
4694,QAT,Qatar,1997,0.794,74.787,0.550591,0.765699864,0.787227941,76.305,73.984,12.62568474,13.90223026,11.82953024,7.310930557,8.102092286,6.984717595,76041.00114,23769.16391,102201.5282,0.973,,52.92532227,45.40383544,,,33.44,89.2,76.61294863,75.8678
4695,QAT,Qatar,1998,0.796,74.809,0.5809975,0.767731065,0.789997739,76.246,74.044,12.63720989,13.81991005,11.88881016,7.425387396,8.230236389,7.095661064,79965.7025,24568.1464,107462.0602,0.972,,53.66359141,46.14618805,,,34.46,89.56,63.49034504,82.5828
4696,QAT,Qatar,1999,0.795,74.8,0.613302,0.770160019,0.786615233,76.272,74.032,12.43021965,13.84119987,11.49899006,7.539844234,8.358380493,7.206604534,78861.74791,24790.02898,105483.8441,0.979,,54.40186055,46.88854065,,,35.49,89.91,59.10318245,61.8187
4697,QAT,Qatar,2000,0.793,74.828,0.645937,0.772697469,0.781363733,76.203,74.106,12.12788963,13.79654503,10.9392252,7.654301073,8.486524597,7.317548004,80031.43108,25710.48759,106592.6776,0.989,,55.14012968,47.63089326,,,36.51,90.27,62.41243341,63.297
4698,QAT,Qatar,2001,0.794,75.263,0.678831,0.789210932,0.777899026,77.033,74.391,11.82555962,13.75189018,10.37946033,7.81644826,8.650935899,7.485143458,77504.0133,32574.47106,99342.85937,1.015,,56.05407759,48.80764451,,,37.53,90.63,67.49441319,69.5331
4699,QAT,Qatar,2002,0.796,75.412,0.7131855,0.778145414,0.78271703,76.97,74.62,11.73925018,13.46205997,10.46125984,7.978595448,8.815347202,7.652738912,78557.99057,26346.40344,103838.0285,0.994,,56.9680255,49.98439576,,,38.55,90.99,63.19066835,65.0932
4700,QAT,Qatar,2003,0.801,75.565,0.7485255,0.784461191,0.788738331,77.156,74.76,11.90894985,13.59550953,10.66786003,8.140742636,8.979758505,7.820334367,79964.8911,27425.85741,105333.2731,0.995,,57.88197341,51.16114701,,,39.58,91.34,62.14221302,74.4293
4701,QAT,Qatar,2004,0.804,75.961,0.7779435,0.793488871,0.792239018,77.736,75.078,11.77958012,13.43352985,10.62269974,8.302889824,9.144169807,7.987929821,86783.93427,31131.51262,113958.9496,1.002,,58.79592133,52.33789825,,,40.6,91.7,60.82759277,75.0958
4702,QAT,Qatar,2005,0.811,76.064,0.84871,0.79922984,0.799797919,78.33,74.982,11.83990002,13.57485008,10.71280003,8.694486618,9.479646683,8.428423246,80197.34454,29218.3524,103895.7094,0.999,,62.07761383,55.79865265,,,43.52,92.78,56.02702926,114.4068
4703,QAT,Qatar,2006,0.818,76.57,1.01506,0.81348849,0.80828369,79.278,75.347,11.73237991,13.46446037,10.71854019,9.086083412,9.815123558,8.86891667,91831.65351,33650.08927,114818.3997,1.006,0.698,65.35930634,59.25940704,0.01,99.99,46.43,93.86,58.74529584,118.3116
4704,QAT,Qatar,2007,0.827,77.016,1.2318935,0.821281541,0.820921678,79.734,75.839,11.87314034,13.52138996,11.01895046,9.477680206,10.15060043,9.309410095,89343.86275,34156.4629,107944.0436,1.0,0.691,68.64099884,62.72016144,0.01,99.99,49.35,94.94,48.20467362,139.2416
4705,QAT,Qatar,2008,0.835,77.427,1.4442775,0.822615745,0.831556171,79.94,76.326,12.22560978,13.72371006,11.55615997,9.591139793,10.36431026,9.430620193,89146.57575,31061.66241,107056.6669,0.989,0.69,69.1884079,65.54836273,0.01,99.99,49.24,95.49,42.67664721,140.8157
4706,QAT,Qatar,2009,0.833,77.878,1.6102745,0.820363074,0.829988567,80.232,76.808,12.40295982,13.80840015,11.8881197,9.163060188,10.53732014,8.892359734,85942.9953,27047.65305,103928.7117,0.988,0.686,70.10204315,62.0915184,0.01,99.99,49.13,96.04,40.41156971,126.0269
4707,QAT,Qatar,2010,0.829,78.425,1.7135035,0.831669368,0.825174323,80.492,77.388,12.54948997,13.71004009,12.12355042,8.548800468,10.03818989,8.192020416,93527.4535,38996.01429,110985.4007,1.008,0.669,64.54936218,47.58821106,0.01,99.99,52.21,95.97,42.84880572,109.6346
4708,QAT,Qatar,2011,0.83,78.891,1.8041715,0.826309119,0.828539375,80.538,77.965,12.32771015,13.25669956,11.98346996,8.65089035,9.860930443,8.356760025,103120.1263,40423.85761,124158.0007,0.997,0.669,62.66423035,50.12847137,0.01,99.99,52.12,95.72,45.16938805,108.7332
4709,QAT,Qatar,2012,0.84,79.227,1.90566,0.843188194,0.837686207,80.679,78.395,12.48701954,13.75922012,12.01465988,9.116559982,10.44944954,8.81114006,103823.1803,43247.08635,124816.9591,1.007,0.672,66.67165375,59.03725815,0.01,99.99,52.4,95.68,48.97043544,116.5868
4710,QAT,Qatar,2013,0.852,79.536,2.0355005,0.849300084,0.849498382,81.243,78.623,12.5227499,13.98268032,11.96247959,9.802619934,10.67131042,9.588959694,103999.4295,41597.09826,125866.9692,1.0,0.675,69.79151917,69.41266632,0.01,99.99,48.6,93.63,40.68192548,109.6084
4711,QAT,Qatar,2014,0.85,79.768,2.2144645,0.856232598,0.848311079,81.415,78.884,12.35890961,13.83269978,11.93134022,9.723939896,10.90538979,9.450209618,101443.0384,46012.37804,120323.3653,1.009,0.664,70.91223145,67.78816223,0.01,99.99,54.98,95.94,41.17364691,133.6654
4712,QAT,Qatar,2015,0.852,80.064,2.4145725,0.865246281,0.848769867,81.661,79.227,12.4894104,14.32215023,11.90443039,9.695640087,10.99220991,9.396179676,99811.29432,47576.37364,116983.3304,1.019,0.656,72.19377518,66.9536171,0.01,99.99,57.85,96.1,37.76829278,98.2494
4713,QAT,Qatar,2016,0.853,80.433,2.595166,0.867220086,0.84880625,82.064,79.584,12.45662975,14.25977993,11.83893967,9.667340279,11.07903004,9.342149734,97153.05774,47147.00134,113509.582,1.022,0.65,73.47531891,66.11907196,0.01,99.99,60.39,99.81,33.67225834,108.7901
4714,QAT,Qatar,2017,0.862,80.717,2.7117545,0.874093675,0.858622944,82.312,79.847,13.00067997,14.93774986,12.51710033,9.730019569,11.27165985,9.367320061,91937.56355,43561.66337,108135.1224,1.018,0.176,75.77124023,66.18224335,9.756097561,90.24390244,58.43,95.64,36.91753127,96.6274
4715,QAT,Qatar,2018,0.866,80.898,2.766732,0.875259926,0.864032715,82.462,80.028,13.13239002,14.95256042,12.75271034,9.86211879,11.44392157,9.489158573,89570.60341,41941.36096,106079.232,1.013,0.17,77.74013614,67.88338701,9.756097561,90.24390244,57.9,94.97,34.5042093,82.6427
4716,QAT,Qatar,2019,0.869,80.99,2.807235,0.878617039,0.864454845,82.646,80.064,13.19771957,15.16504955,12.62609005,9.99601145,11.61881592,9.61258181,88646.63743,40405.74375,106275.2835,1.016,0.167,79.76019329,69.62825676,9.756097561,90.24390244,57.94,95.91,35.98523102,79.948
4717,QAT,Qatar,2020,0.863,79.099,2.760385,0.873809375,0.857938938,80.679,78.225,13.26426983,15.28956032,12.64908981,10.1317219,11.79638314,9.737610384,87384.9076,41704.72718,104582.6664,1.018,0.168,81.8327411,71.4179765,9.756097561,90.24390244,58.4,95.75,37.13293617,59.4577
4718,QAT,Qatar,2021,0.864,79.272,2.688235,0.875835352,0.858357872,80.937,78.314,13.26426983,15.28956032,12.64908981,10.1317219,11.79638314,9.737610384,91760.27693,42345.1745,110339.8214,1.02,0.216,81.8327411,71.4179765,4.444444444,95.55555556,59.6,95.41,39.88427351,60.4693
4719,QAT,Qatar,2022,0.875,81.559,2.695122,0.892561376,0.869100423,83.101,80.626,13.26426983,15.28956032,12.64908981,10.1317219,11.79638314,9.737610384,95944.37754,47963.67663,114134.8423,1.027,0.212,81.8327411,71.4179765,4.444444444,95.55555556,61.73,95.33,39.88427351,63.5912
5017,SAU,Saudi Arabia,1990,0.699,68.948,16.0047625,0.579418428,0.747957045,70.712,67.724,11.09114828,10.07837934,11.41441465,5.574122405,3.507945652,6.872998987,43800.34381,7940.265663,70911.05993,0.775,,20.42694829,42.79432988,,,14.16,80.89,13.02718447,18.1008
5018,SAU,Saudi Arabia,1991,0.707,69.366,16.6542765,0.589886744,0.754174417,71.301,68.065,11.21455822,10.25174308,11.52491659,5.674557043,3.650969332,6.938358858,47543.4521,8586.004471,76874.76914,0.782,,21.40661761,43.39314807,,,14.16,80.89,17.32561055,21.0155
5019,SAU,Saudi Arabia,1992,0.713,69.925,17.2813495,0.600223095,0.759425015,71.876,68.639,11.33934133,10.42808894,11.63648828,5.774991681,3.793993011,7.00371873,47251.24759,9262.835165,75770.46542,0.79,,22.38628693,43.99196625,,,14.49,79.96,18.29571764,22.1848
5020,SAU,Saudi Arabia,1993,0.717,70.303,17.8464605,0.603540819,0.76301301,72.171,69.082,11.46551288,10.60746822,11.74914009,5.875426319,3.93701669,7.069078601,45504.93087,8753.003398,73056.25243,0.791,,23.36595625,44.59078444,,,14.83,79.04,19.08739217,21.1675
5021,SAU,Saudi Arabia,1994,0.72,70.705,18.3675275,0.610004685,0.765509401,72.686,69.419,11.59308833,10.7899331,11.86288247,5.975860957,4.08004037,7.134438473,43849.13444,8706.631972,70154.09633,0.797,,24.34562557,45.18960262,,,15.16,78.12,18.16482871,19.6161
5022,SAU,Saudi Arabia,1995,0.724,71.011,18.888857,0.61574126,0.769152293,72.806,69.825,11.7220833,10.97553667,11.97772598,6.076295595,4.223064049,7.199798344,43142.31937,8831.139938,68805.86758,0.801,,25.32529489,45.78842081,,,15.5,77.2,14.1952422,17.236
5023,SAU,Saudi Arabia,1996,0.728,71.273,19.4102795,0.623237899,0.772271913,73.225,69.992,11.85251359,11.1643329,12.09368128,6.194808468,4.400877273,7.308050631,42449.99359,8960.934256,67517.32208,0.807,,26.61778406,46.69168864,,,15.83,76.27,13.5663061,17.5627
5024,SAU,Saudi Arabia,1997,0.732,71.483,19.938377,0.629714475,0.775594695,73.407,70.207,11.98439515,11.35637672,12.21075913,6.31332134,4.578690496,7.416302919,41758.50868,9086.044447,66222.8342,0.812,,27.91027322,47.59495648,,,16.17,75.35,11.11775547,16.5161
5025,SAU,Saudi Arabia,1998,0.738,71.879,20.47258,0.637408481,0.781461408,73.577,70.719,12.11774415,11.55172399,12.3289704,6.431834213,4.756503719,7.524555206,42231.59459,9469.832569,66765.30547,0.816,,29.20276238,48.49822431,,,16.5,74.43,10.41182401,16.3321
